"ID","status","sentence","sparqlQueGG","sparqlQald","TP","FP","FN","Precision","Recall","Fscore"
"395","WORKS","In which country does the Ganges start?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/ontology/sourceCountry> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ganges dbo:sourceCountry ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"396","WORKS","Who is the founder of Penguin Books?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/foundedBy> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Penguin_Books dbo:founder ?uri }","0.0","1.0","11551.0","0.0","0.0","0.0"
"397","WORKS","Who wrote the Game of Thrones theme?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/composer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Game_of_Thrones dbo:composer ?uri }","1.0","0.0","5464.0","1.0","1.8298262E-4","3.6589828E-4"
"398","WORKS","Who is the president of Eritrea?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Eritrea dbo:leader ?uri ; dbo:leaderTitle President@en }","0.0","0.0","1.0","0.0","0.0","0.0"
"401","WORKS","Who writes the Farmers' Almanac?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/author> ?objOfProp .}","PREFIX dbp: <http://dbpedia.org/property/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Farmers'_Almanac> dbp:editor ?uri }","0.0","0.0","26788.0","0.0","0.0","0.0"
"402","WORKS","Give me the currency of China.","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/China> <http://dbpedia.org/ontology/currency> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:China dbo:currency ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"404","WORKS","In which city are the headquarters of the United Nations?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/location> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Headquarters_of_the_United_Nations dbo:location ?uri . ?uri rdf:type dbo:City }","1.0","0.0","72023.0","1.0","1.3884261E-5","2.7768137E-5"
"405","WORKS","Is Rita Wilson the wife of Tom Hanks?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Tom_Hanks> <http://dbpedia.org/ontology/spouse> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Tom_Hanks dbo:spouse res:Rita_Wilson }","0.0","0.0","1.0","0.0","0.0","0.0"
"412","WORKS","Give me all actors starring in Last Action Hero.","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Last_Action_Hero> <http://dbpedia.org/ontology/starring> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Last_Action_Hero dbo:starring ?uri }","10.0","0.0","0.0","1.0","1.0","1.0"
"413","WORKS","Who discovered Pluto?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Pluto> <http://dbpedia.org/ontology/discoverer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?uri WHERE { dbr:Pluto dbo:discoverer ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"","","","","","358.0","187.0","2195638.0","95.5","54.3836","55.15261"
