QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
146,0.8596491228,Dame todos los actores que hayan actuado en Last Action Hero.,"""Dame todos actuado qu├® hayan actuado Last Action Hero""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Last_Action_Hero dbo:starring ?uri . 
}","select ?o 

{

 <http://dbpedia.org/resource/Last_Action_Hero> <http://dbpedia.org/ontology/starring> ?o . 

}",8,1,1,0.8888888889,0.8888888889,0.8888888889
147,0.8205128205,┬┐Cu├íl es el apodo de San Francisco?,"""┬┐Cu├íl es apodo de San Francisco California?""",,SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . },"select ?o 

{

 <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?o . 

}",0,1,1,0,0,0
148,0,┬┐Cu├íl fue el primer ├ílbum de Queen?,,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1,,0,1,1,0,0,0
149,0.7042253521,┬┐Por qu├® pa├¡ses fluye el r├¡o Yenisei?,"""┬┐Por qu├® masculine fluy´┐¢ R├¡o Isar?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
 res:Yenisei_River dbp:country ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Isar> <http://dbpedia.org/property/country> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . 

}",0,1,2,0,0,0
150,0.9176470588,┬┐Qu├® series televisivas ide├│ Walt Disney?,"""┬┐En qu├® series televisivas vive Walt Disney?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri rdf:type dbo:TelevisionShow .
 ?uri dbo:creator res:Walt_Disney .
}","select ?o 

{

 <http://dbpedia.org/resource/Walt_Disney> <http://dbpedia.org/ontology/residence> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 

}",0,1,18,0,0,0
151,0,┬┐Qu├® puente tiene el mayor largo del vano?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:Bridge .
 ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
152,0.7636363636,┬┐De qu├® pa├¡s es Sitecore?,"""┬┐En qu├® Papas fundar Sitecore?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundedBy> ?o . 

}",0,1,1,0,0,0
153,0.9333333333,┬┐Con quien se cas├│ Lance Bass?,"""┬┐Con quien es casa Lance Bass?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . },"select ?s 

{

 ?s <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . 

}",0,1,1,0,0,0
154,0.9473684211,┬┐Cu├íl es la capital de Canad├í?,"""┬┐Cu├íl es capital de Canad├í?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:Canada dbo:capital ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital> ?o . 

}",1,0,0,1,1,1
155,0.9552238806,┬┐Qui├®n inspiro a Vincent van Gogh?,"""┬┐Qui├®n inspirar Vincent van Gogh?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . },"select ?s 

{

 ?s <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . 

}",2,0,0,1,1,1
156,0.8358208955,┬┐En qu├® ciudad muri├│ John F. Kennedy?,"""┬┐De qu├® muri´┐¢ John F. Kennedy?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
 res:John_F._Kennedy dbo:deathPlace ?uri .
 ?uri rdf:type dbo:City .
}","select ?o 

{

 <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathCause> ?o . 

}",0,1,2,0,0,0
158,0,┬┐Qui├®n escribi├│ el tema del Juego de Tronos?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. },,0,1,1,0,0,0
159,0,┬┐Qui├®n dise├▒├│ la Brooklyn Bridge?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
 res:Brooklyn_Bridge dbo:architect ?uri .
}",,0,1,1,0,0,0
160,0,┬┐Cu├índo termino Boris Becker su carrera como actor?,,,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . },,0,1,1,0,0,0
161,0.8,┬┐Que tipo de uva crece en Oregon?,"""┬┐Qu├® tipo de uva creci´┐¢ en Vino de Oreg├│n?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?o . 

}",34,0,0,1,1,1
162,0.8923076923,┬┐Qu├® altura tiene Michael Jordan?,"""┬┐Qu├® mujer tiene Michael Jordan?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Michael_Jordan dbo:height ?num .
}","select ?o 

{

 <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/spouse> ?o . 

}",0,1,1,0,0,0
163,0,┬┐A qu├® partido politico pertenece el alcalde de Par├¡s?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . },,0,1,1,0,0,0
164,0.8636363636,┬┐Quen escribi├│ el libro Los pilares de la Tierra?,"""┬┐Qu├® escribir Los pilares de la Tierra?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:The_Pillars_of_the_Earth dbo:author ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author> ?o . 

}",1,0,0,1,1,1
165,0.7157894737,┬┐Qui├®n fue el 16th presidente de los Estados Unidos?,"""┬┐En qu├® vicepresidente esta Estados Unidos?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:office 'President of the United States' .
 ?uri dbo:orderInOffice '16th' .
}","select ?o 

{

 <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/vicePresident> ?o . 

}",0,1,2,0,0,0
166,0.8181818182,┬┐Qu├® alto es el Monte Everest?,"""┬┐Qu├® actores nacer en Monte Everest?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Mount_Everest dbo:elevation ?num.
}","select ?s 

{

 ?s <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Mount_Everest> . ?s <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Actor> . 

}",0,1,1,0,0,0
167,0.8672566372,┬┐Quien es el supervisor de doctorado de Albert Einstein?,"""┬┐Cu├íles son supervisores de doctorado de Albert Einstein?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?o . 

}",1,0,0,1,1,1
168,0.9113924051,┬┐En qu├® ciudad vive Sylvester Stallone?,"""┬┐Qu├® ciudad vivir en Sylvester Stallone?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . 

}",2,0,0,1,1,1
169,0.9210526316,┬┐Cu├íl es la moneda de la rep├║blica checa?,"""┬┐Cu├íl es moneda de Rep├║blica Checa?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Czech_Republic dbo:currency ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency> ?o . 

}",1,0,0,1,1,1
171,0.8888888889,┬┐En qu├® zona horaria se encuentra Salt Lake City?,"""┬┐En qu├® zona horaria esta Salt Lake City?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
 res:Salt_Lake_City dbp:timezone ?uri . 
}","select ?o 

{

 <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/property/timezone> ?o . 

}",1,0,0,1,1,1
172,0,┬┐Qui├®n es el hijo de Sonny y Cher?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . },,0,1,1,0,0,0
173,0,┬┐En qu├® ciudad se encuentra la sede de las Naciones Unidas?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . },,0,1,1,0,0,0
174,0.8311688312,┬┐Quien es el fundador de Penguin Books?,"""┬┐Cu├íles son fundador de Penguin Books?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
 res:Penguin_Books dbo:founder ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder> ?o . 

}",1,0,0,1,1,1
175,0.9032258065,┬┐C├║ando se fund├│ Jack Wolfskin?,"""┬┐Cu├índo se fund´┐¢ Jack Wolfskin?""",,SELECT DISTINCT ?year WHERE { <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . },"select ?o 

{

 <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?o . 

}",1,0,0,1,1,1
176,0.7462686567,┬┐Qui├®n es el alcalde de Rotterdam?,"""┬┐Cu├íles son alcaldes de R├│terdam?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Rotterdam dbo:leaderName ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName> ?o . 

}",1,0,0,1,1,1
177,0,Dame todos los ocean├│grafos suecos.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:field res:Oceanography . 
 ?uri dbo:birthPlace res:Sweden . 
}",,0,1,42,0,0,0
178,0,Mu├®strame la autobiograf├¡a Hemingway.,,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . },,0,1,21,0,0,0
179,0,┬┐Qui├®n son los padres de la esposa de Juan Carlos I?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
 ?x dbo:parent ?uri . 
}",,0,1,2,0,0,0
181,0.9047619048,Quien es el jugador de baloncesto mas alto?,"""┬┐Qui├®n es jugador de baloncesto m´┐¢s alto?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?subjOfProp <http://dbpedia.org/ontology/height> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
182,0,┬┐Que ciudad tiene la menor poblaci├│n?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1,,0,1,2,0,0,0
184,0,┬┐Qui├®nes fueron los padres de la reina Victoria?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Queen_Victoria dbo:parent ?uri .
}",,0,1,2,0,0,0
188,0,Dame todos los libros de Wiliam Goldman con m├ís de 300 p├íginas.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:Book .
 ?uri dbo:author res:William_Goldman .
 ?uri dbo:numberOfPages ?x .
 FILTER (?x > 300)
}",,0,1,10,0,0,0
189,0.8787878788,┬┐Donde se encuentra el Fort Knox?,"""┬┐Donde est├ín encuentra Fort Knox?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 

}",1,0,0,1,1,1
190,0.8095238095,┬┐En qu├® estado american se encuentra Fort Knox?,"""┬┐En qu├® feminine encuentra Fort Knox?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Fort_Knox dbp:location ?uri .
 ?uri dbo:country res:United_States .
}","select ?o 

{

 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 

}",1,0,0,1,1,1
191,0.7540983607,┬┐D├│nde est├í enterrado Syngman Rhee?,"""┬┐D├│nde naci´┐¢ Syngman Rhee?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/birthPlace> ?o . 

}",0,4,1,0,0,0
192,0.9473684211,┬┐Cu├íl es la zona horaria en San Pedro de Atacama?,"""┬┐Cu├íl es zona horaria de San Pedro de Atacama?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?o . 

}",1,0,0,1,1,1
193,0,┬┐A qu├® estilo art├¡stico pertenece el pinto de Los Tres Bailarines?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person . ?person <http://dbpedia.org/ontology/movement> ?uri . },,0,1,2,0,0,0
194,0,┬┐Qu├® cient├¡ficos son conocidos por el proyecto Manhattan y el premio Nobel de la Paz?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:knownFor res:Manhattan_Project .
 ?uri rdf:type dbo:Scientist .
 ?uri dbo:knownFor res:Nobel_Peace_Prize .
}",,0,1,1,0,0,0
195,0.7692307692,Mu├®strame todos los libros en la serie Fundaci├│n de Asimov,"""Mu├®strame todos libro en Serie de la Fundaci├│n""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . },"select ?s 

{

 ?s <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . 

}",7,4,4,0.6363636364,0.6363636364,0.6363636364
196,0,Dame todas las cuidades en New Jersey que tengan m├ís de 100000 habitantes.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:City .
 ?uri dbo:isPartOf res:New_Jersey .
 ?uri dbp:populationTotal ?inhabitants .
 FILTER (?inhabitants > 100000) .
}",,0,1,8,0,0,0
197,0,┬┐Qu├® museo en Nueva York tiene el mayor numero de visitantes?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> . ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,,0,1,1,0,0,0
198,0.7045454545,┬┐C├│mo de alta el la torre Yokohama Marine?,"""┬┐C├│mo de m´┐¢s alta es Torre marina de Yokohama?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
 res:Yokohama_Marine_Tower dbo:height ?num .
}","select ?o 

{

 <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height> ?o . 

}",1,0,0,1,1,1
200,0.7594936709,┬┐Qui├®n es el jugador mas j├│ven de dardos?,"""┬┐Qui├®n es m´┐¢s joven jugador de dardos?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri rdf:type dbo:DartsPlayer .
 ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
201,0.7368421053,┬┐Qui├®n desarroll├│ el videojuego Warcraft?,"""┬┐Qu├® desarrollar World of Warcraft?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:World_of_Warcraft dbo:developer ?uri . 
}","select ?o 

{

 <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer> ?o . 

}",1,0,0,1,1,1
202,0,┬┐Quien fue el papa que fundo la televisi├│n Vaticana?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
 ?uri rdf:type dbo:Pope . 
 res:Vatican_Television_Center dbo:foundedBy ?uri .
}",,0,1,1,0,0,0
203,0.7692307692,┬┐Qui├®n compuso la m├║sica para Harold y Maude?,"""┬┐Qu├® compuso la banda sonora Harold and Maude?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
 res:Harold_and_Maude dbo:musicComposer ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer> ?o . 

}",1,0,0,1,1,1
204,0.7948717949,Dame todos los miembros de la banda Prodigy.,"""Dame todos miembros de The Prodigy""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?o . 

}",3,0,0,1,1,1
205,0,┬┐Quien protagoniza peliculas espa├▒olas producidas por Benicio del Toro?,,,SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . },,0,1,13,0,0,0
206,0,┬┐Qu├® subsidiario de TUI Travel vuela en Glasgow y en Dublin?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . },,0,1,2,0,0,0
207,0.7741935484,┬┐En que pa├¡s se sit├║a la Meca?,"""┬┐En qu├® masculine sit´┐¢a La Meca?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Mecca dbo:country ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . 

}",1,0,0,1,1,1
208,0,┬┐Cu├íntos idiomas se hablan en Colombia?,,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> . <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . },,0,1,1,0,0,0
209,0.9367088608,┬┐Cu├íl es el estadio m├ís grande de Espa├▒a?,"""┬┐Cu├íl es estadio m´┐¢s grande de Espa├▒a?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
210,0.932038835,┬┐Qu├® surfistas profesionales nacieron en las Filipinas?,"""┬┐Qu├® surfistas profesionales nacer en Filipinas?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:occupation res:Surfing .
 ?uri dbo:birthPlace res:Philippines .
}","select ?s 

{

 ?s <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Philippines> . ?s <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Surfing> . 

}",14,0,0,1,1,1
211,0.7948717949,┬┐Cu├íles son los cinco condados de Nueva York?,"""┬┐Cu├íles son apodos de Nueva York?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . },"select ?o 

{

 <http://dbpedia.org/resource/New_York_City> <http://dbpedia.org/property/nickname> ?o . 

}",0,1,5,0,0,0
,,,,,,overall result,239,260,625,0.4789579158,0.2766203704,0.3506969919
,,,,,,average result,,,,0.3778776559,0.3814947815,0.3787851488
